# temperature,rainfall,humidity
55,37,70
40,91,83
52,29,62
27,100,44
89,68,97
49,51,98
42,51,61
98,97,83
91,22,67
78,36,76
74,49,24
41,63,30
37,53,26
45,34,71
34,98,82
82,31,94
36,94,52
85,70,59
52,59,70
94,93,67
86,92,51
22,52,69
53,75,92
68,20,36
49,23,34
71,31,68
73,77,59
52,92,66
23,89,93
47,34,56
93,87,29
38,79,53
98,61,61
58,84,25
73,77,87
40,23,84
76,30,39
42,81,98
82,62,38
22,27,68
71,54,45
43,28,23
85,60,38
70,23,77
49,89,72
26,26,40
34,65,98
40,46,85
54,30,45
62,75,35
72,58,80
39,53,75
53,94,55
34,41,39
88,98,56
71,46,100
59,56,76
20,53,56
78,33,46
78,48,65
56,61,80
21,22,45
28,33,42
65,88,59
54,38,43
55,67,96
84,49,44
62,69,48
96,24,78
58,98,99
24,55,26
79,23,31
83,35,97
48,49,21
22,74,23
54,100,65
81,84,22
71,38,76
82,76,84
43,94,42
50,99,79
48,76,66
57,46,55
56,24,96
49,20,100
56,33,87
75,24,53
36,38,29
23,78,91
73,91,99
99,41,37
29,45,79
82,85,93
54,88,52
93,74,29
79,83,33
75,63,33
54,42,25
50,43,79
27,81,68
55,81,30
31,40,26
62,98,67
28,26,96
98,70,29
67,70,35
31,92,90
80,84,50
24,87,26
61,97,80
52,95,75
25,87,67
74,66,31
70,29,84
24,70,85
56,74,88
35,61,41
87,57,91
56,36,80
52,62,70
40,60,38
28,33,94
61,68,25
61,87,25
27,73,92
32,33,93
45,46,83
47,45,64
83,75,46
82,77,40
54,91,86
47,69,67
94,39,79
94,51,66
63,54,65
59,63,82
24,37,46
25,62,88
31,82,99
21,52,24
25,70,24
38,36,75
63,30,48
73,45,27
51,81,57
76,70,76
40,94,39
26,76,60
38,54,48
38,50,23
89,86,87
77,30,94
52,49,78
40,83,68
71,21,43
76,61,75
51,47,54
95,30,46
94,77,89
94,79,73
67,72,72
99,58,34
42,68,68
85,39,27
66,39,22
31,91,62
66,26,59
87,23,58
26,77,65
72,44,55
79,25,97
43,65,88
53,85,57
40,77,26
57,40,38
54,55,97
49,25,34
99,65,35
31,94,88
27,74,69
97,34,49
82,87,63
62,51,68
77,50,71
100,95,67
79,68,76
75,90,72
49,24,83
45,44,68
23,54,39
76,56,28
37,82,93
27,34,44
95,91,99
58,37,88
64,43,38
30,69,84
87,67,58
84,65,59
32,57,54
100,86,53
99,96,39
27,89,45
88,75,70
27,55,33
49,72,65
74,67,96
73,57,84
65,59,93
84,21,47
60,26,86
54,28,84
69,56,99
62,27,39
47,75,41
76,63,66
37,50,82
85,60,77
67,56,25
46,66,79
33,100,25
78,74,38
81,35,82
21,94,26
65,39,29
46,24,34
79,70,41
69,39,90
23,24,75
91,90,77
46,99,47
62,31,39
42,51,45
34,20,93
22,94,68
92,98,58
89,49,67
79,29,26
67,86,23
90,85,47
90,45,87
30,54,97
90,56,37
79,36,70
81,80,26
77,36,54
48,90,66
20,45,81
65,61,68
96,21,51
26,41,59
24,89,24
85,79,43
70,91,23
23,70,53
25,45,80
89,94,82
23,45,42
56,96,75
43,36,43
95,22,75
91,89,44
81,44,90
79,80,95
37,86,78
90,26,33
50,93,92
61,33,100
86,41,31
54,78,98
96,53,74
61,56,71
71,53,89
74,97,93
36,89,98
82,32,51
21,23,81
48,97,65
21,67,83
48,35,67
65,89,96
76,29,44
95,46,27
89,80,73
85,46,90
75,83,65
74,88,26
27,75,60
82,80,93
23,91,75
37,79,39
50,54,45
32,52,21
51,20,80
69,79,44
49,99,66
64,89,36
20,32,84
72,57,34
96,89,52
78,20,87
89,64,22
46,24,65
86,78,70
99,33,78
74,95,45
85,82,87
40,74,51
40,32,49
80,21,67
69,75,95
29,68,49
65,85,82
77,100,74
29,44,40
39,43,31
65,40,58
45,21,32
95,25,29
79,28,97
54,50,40
28,78,43
66,88,38
67,69,56
27,42,97
26,77,26
88,55,45
57,69,85
36,65,81
44,94,33
41,33,100
73,36,36
30,86,77
95,80,60
29,54,74
46,66,89
97,42,43
43,44,25
94,25,46
21,39,84
72,86,20
72,66,31
63,99,25
79,90,44
52,24,97
96,93,34
65,70,46
48,74,61
67,92,46
89,86,63
92,54,93
37,65,98
86,89,94
90,57,45
36,79,89
46,93,89
82,70,86
89,32,34
43,32,90
95,47,31
65,73,55
90,38,73
57,41,52
99,75,39
49,46,97
35,20,30
39,58,96
25,95,35
70,56,47
65,87,28
84,91,60
54,65,85
42,55,83
77,38,38
97,43,47
94,90,96
74,66,87
