# temperature,rainfall,humidity
77,82,88
92,65,59
61,53,85
66,46,90
84,60,38
53,60,82
96,73,57
42,41,69
54,25,23
46,21,89
89,64,33
29,65,60
91,83,88
49,68,41
58,72,86
91,41,51
56,41,46
78,97,44
62,58,89
24,69,20
94,34,65
44,52,81
93,71,58
53,49,83
72,96,73
67,78,74
100,67,41
38,97,39
76,80,99
91,73,45
29,94,86
78,24,54
22,77,60
20,88,63
82,35,67
49,40,60
47,97,58
63,44,61
79,56,74
36,55,27
52,28,45
97,37,80
100,67,29
53,57,34
97,55,62
90,28,62
89,64,66
30,21,57
33,78,65
96,69,66
67,60,32
57,74,41
38,29,87
64,69,84
88,67,98
49,30,25
47,24,47
51,33,81
81,91,83
21,64,62
84,69,99
79,30,40
82,20,33
55,95,84
23,98,22
72,77,48
54,53,38
51,29,58
26,75,26
45,50,39
20,64,24
93,28,24
91,71,42
41,46,95
27,96,73
62,98,35
27,23,54
24,86,71
94,69,43
31,96,22
85,79,43
82,72,74
62,22,47
69,35,65
81,91,54
76,27,63
76,93,89
51,30,63
44,92,54
58,69,94
67,85,37
84,44,20
48,54,71
67,64,97
48,28,24
68,63,54
22,80,42
58,94,47
81,75,68
55,22,84
30,21,37
85,58,90
77,73,48
91,81,87
82,56,65
58,63,66
25,79,47
56,59,86
38,61,90
91,61,48
99,32,71
41,27,25
37,91,66
98,69,99
33,80,24
86,80,44
60,45,75
84,39,83
30,41,80
59,76,77
90,42,94
33,87,29
81,20,57
73,94,76
47,56,96
25,62,45
97,75,38
95,74,95
25,64,29
78,39,20
62,87,60
50,23,61
52,87,57
69,64,94
99,68,51
21,58,26
86,43,74
58,36,73
91,66,37
21,59,25
63,96,57
40,20,72
33,87,32
66,88,73
24,94,25
97,78,20
55,66,61
53,82,42
22,61,84
40,59,22
31,93,32
94,28,60
99,69,83
21,47,45
36,95,86
80,46,100
41,94,23
26,97,48
80,66,76
80,63,33
25,48,83
61,47,93
44,81,62
89,54,70
44,72,73
58,71,31
54,33,90
29,49,91
60,51,63
30,20,71
23,100,66
54,51,47
35,98,30
44,37,24
47,94,83
46,68,66
67,75,76
58,63,92
100,22,60
46,43,32
66,86,32
22,62,99
37,99,27
100,89,24
65,25,71
100,57,47
66,30,87
74,79,85
85,58,32
21,28,76
36,67,90
60,22,92
55,85,60
74,45,82
39,98,90
69,79,42
97,51,49
97,61,87
60,58,71
76,30,81
46,73,87
50,96,73
34,42,54
60,20,33
69,56,45
53,50,35
57,93,31
21,54,41
42,79,54
42,27,89
76,49,66
70,92,80
57,40,45
25,46,62
29,89,25
71,98,69
31,79,47
56,74,48
94,21,64
58,100,67
57,100,28
48,72,20
86,79,93
41,35,43
72,27,38
95,41,34
75,55,74
87,65,95
84,69,49
88,57,20
25,42,86
28,95,46
48,79,97
40,25,21
97,45,29
85,42,83
92,100,81
72,78,99
56,35,42
58,39,58
99,46,56
28,82,22
93,93,44
23,32,83
49,67,76
27,63,93
91,63,92
26,51,70
95,67,69
78,42,25
59,81,29
32,99,59
62,66,91
47,21,36
52,23,53
70,96,74
32,83,85
65,54,95
44,89,66
59,77,75
96,25,87
24,86,33
76,85,72
64,73,90
56,94,78
28,89,98
32,83,25
66,73,29
26,77,21
36,86,35
73,44,61
90,23,51
52,48,31
54,34,49
32,64,65
69,61,55
54,64,64
20,82,91
25,62,32
75,99,100
23,28,71
41,58,91
70,88,33
76,25,51
62,27,49
97,30,28
24,45,84
31,60,36
30,32,64
36,72,51
35,41,21
21,65,41
50,54,66
85,65,69
32,57,96
96,32,42
53,25,95
23,88,52
86,70,70
97,33,36
74,21,37
56,69,65
24,56,76
27,72,42
20,70,77
51,63,47
82,87,55
42,71,60
83,51,85
68,54,26
90,92,52
97,60,91
65,71,32
98,64,65
81,29,70
97,29,25
29,30,40
30,83,54
61,37,51
49,80,24
92,96,53
30,45,97
69,22,81
48,30,98
50,79,53
60,98,61
97,84,20
21,63,74
24,33,50
54,99,80
40,28,100
44,93,78
78,48,65
26,65,98
74,62,56
40,68,22
79,40,91
68,52,93
72,54,33
31,95,87
66,23,38
57,36,84
40,80,47
82,36,92
21,37,21
65,24,27
80,69,60
82,94,69
63,29,57
61,82,48
96,66,39
41,93,65
73,68,41
43,98,23
45,31,91
20,78,86
47,37,74
95,28,44
27,81,77
46,28,95
64,97,62
56,52,75
45,71,88
31,81,83
84,26,49
87,76,20
40,50,42
64,70,48
66,29,53
28,37,59
51,36,30
62,96,86
61,47,62
69,66,53
41,45,49
75,35,76
27,58,77
35,33,20
65,82,25
44,89,36
93,39,86
21,87,40
78,48,61
22,22,42
23,66,99
97,41,52
42,36,51
99,25,64
25,42,36
82,20,47
39,41,37
29,29,62
39,75,38
43,79,94
87,70,48
96,49,56
54,42,46
52,64,25
84,98,30
39,59,71
26,26,64
95,24,43
78,45,51
30,31,88
95,69,30
33,85,58
20,97,34
74,57,55
67,65,38
36,80,78
98,59,46
32,64,89
48,22,26
44,20,37
37,72,58
26,75,55
23,72,49
82,46,59
48,42,48
52,78,27
49,73,36
82,32,42
77,77,89
62,21,54
70,47,75
81,43,79
54,71,32
63,34,38
22,59,74
47,93,26
45,37,93
44,22,58
79,35,58
57,45,54
45,99,47
60,90,31
20,62,47
63,26,61
50,28,70
44,76,98
20,81,31
84,83,59
63,94,37
45,76,86
48,47,63
22,40,30
91,71,57
65,77,49
23,69,87
72,65,33
28,44,82
53,38,92
46,74,69
40,25,67
33,48,55
84,21,60
68,46,68
31,92,32
84,48,79
67,41,49
90,37,39
88,45,41
67,47,55
90,84,68
66,28,45
59,65,64
21,28,32
24,25,51
86,26,84
94,21,34
51,40,37
98,34,61
23,26,88
92,39,24
37,36,79
36,31,23
62,80,79
43,25,73
65,36,67
67,88,93
93,57,36
99,95,84
52,87,56
73,35,90
33,87,47
40,80,59
62,59,68
40,71,28
90,39,92
31,43,45
79,23,74
44,69,76
20,60,20
29,40,26
85,97,99
90,25,26
51,71,41
94,35,87
86,99,78
49,37,94
72,40,56
74,97,82
35,73,22
40,81,66
39,66,36
74,73,100
62,40,87
89,20,83
29,83,58
98,22,24
96,80,63
46,74,58
40,97,77
89,49,100
20,52,50
83,57,42
30,29,54
34,57,92
44,87,52
27,33,64
78,54,66
71,92,78
60,54,69
58,68,31
30,30,23
43,34,46
50,71,90
58,51,67
75,78,94
41,91,40
20,39,64
98,45,33
43,24,97
88,32,33
46,29,34
85,83,77
21,60,95
45,64,30
76,40,24
70,63,58
34,78,64
66,60,81
31,81,85
58,55,61
40,71,100
30,23,97
26,86,36
95,51,70
97,56,78
27,28,29
89,99,31
74,81,43
27,33,56
46,50,33
53,24,25
54,96,37
34,20,55
33,38,54
47,100,51
42,41,72
80,59,96
37,34,100
42,59,71
39,25,45
56,65,24
21,87,84
30,56,95
84,52,53
34,21,79
65,25,99
42,76,84
55,97,83
58,81,50
83,75,22
24,37,77
31,42,98
67,49,94
97,42,89
25,49,47
26,76,77
90,80,67
88,100,42
75,57,64
80,70,38
40,40,90
95,80,35
98,73,63
52,70,63
49,78,38
34,42,54
22,63,52
86,45,34
55,90,24
59,27,99
80,88,90
51,93,60
69,42,32
59,74,38
84,92,46
49,65,84
30,77,62
94,28,53
76,45,87
100,49,42
26,70,35
37,61,98
70,91,85
29,56,51
40,33,25
42,61,82
29,84,33
72,56,35
22,48,51
75,20,42
61,88,55
70,63,47
43,79,99
56,53,59
50,41,23
80,26,88
33,80,54
79,51,80
53,94,39
43,73,57
64,25,22
72,70,78
48,97,22
50,43,26
68,92,78
68,77,99
31,53,52
88,74,28
21,38,58
26,83,58
94,85,46
56,22,51
96,75,82
45,25,58
46,37,100
22,92,71
52,87,45
55,22,72
47,32,56
32,70,37
26,79,82
65,64,32
32,83,42
30,34,77
54,75,72
84,26,99
66,59,50
25,100,31
59,71,91
86,53,56
43,52,42
90,87,78
40,72,23
24,30,39
21,22,79
46,41,48
92,42,46
92,41,26
51,52,45
100,90,23
48,75,93
89,48,97
59,75,56
90,72,22
23,71,44
70,72,63
27,69,92
32,72,98
45,88,84
76,21,97
46,52,32
90,46,41
74,24,83
81,72,72
95,73,57
28,67,47
27,32,24
44,76,96
35,52,71
32,63,86
35,52,66
23,47,93
54,30,51
63,40,51
28,43,61
67,43,85
62,38,80
32,50,89
95,82,70
79,83,42
22,57,86
23,66,86
33,41,59
93,34,83
46,32,54
48,26,87
65,49,75
65,80,80
48,86,56
61,52,37
72,79,75
94,65,36
71,23,54
33,77,77
28,58,72
49,80,31
96,81,74
32,44,100
63,88,43
40,68,70
94,55,21
95,77,61
75,70,69
23,35,94
66,52,40
88,87,91
28,40,98
73,21,30
88,59,63
62,88,39
23,86,59
37,71,25
41,20,41
30,26,82
48,88,33
58,70,57
76,31,84
94,73,92
69,43,72
87,71,92
68,56,45
72,81,37
23,44,96
54,20,67
78,50,43
69,20,99
80,64,39
35,34,54
24,43,82
33,98,46
97,69,88
92,73,38
83,76,74
87,31,20
96,77,30
96,96,25
85,81,55
20,33,49
46,70,31
42,25,55
59,40,89
51,25,65
57,81,20
37,35,93
90,70,82
78,22,44
93,99,74
70,22,52
45,84,88
30,35,56
56,85,90
27,79,27
83,25,52
39,57,69
92,43,58
81,22,100
30,74,85
37,61,64
26,41,96
86,98,35
37,61,65
75,20,58
58,45,32
37,77,65
87,71,73
37,48,74
70,84,51
98,96,30
68,59,74
49,81,28
44,27,27
