# temperature,rainfall,humidity
94,75,27
90,80,29
36,89,97
29,83,30
74,53,29
71,68,32
85,25,42
44,23,66
75,31,86
100,31,69
20,59,46
70,82,38
23,74,83
68,51,61
63,77,49
94,29,33
74,24,32
81,50,21
89,32,28
39,67,100
99,79,70
98,88,66
36,100,91
59,57,40
41,53,75
31,71,84
71,47,78
97,47,51
25,74,73
32,40,48
48,87,84
71,41,62
64,81,91
70,87,53
29,41,78
69,40,44
41,54,41
57,84,21
23,46,81
48,49,53
34,39,66
63,100,24
93,71,36
82,48,22
94,65,79
75,73,49
56,95,62
38,20,56
59,20,96
43,23,56
46,26,38
45,78,58
50,32,72
59,76,22
95,63,75
35,46,78
92,31,94
35,84,98
83,57,83
88,57,95
91,30,70
68,86,33
58,91,39
65,77,83
78,80,54
52,84,43
41,87,31
85,36,47
90,72,58
33,41,42
38,46,95
51,50,52
92,21,27
48,61,86
83,69,99
68,45,64
49,41,33
100,23,86
87,43,38
38,32,57
90,95,69
38,78,32
45,70,88
52,93,55
73,93,97
65,83,58
50,84,52
37,73,89
70,96,78
25,23,70
43,56,27
59,71,90
52,74,22
96,20,67
29,99,36
96,43,99
20,100,90
94,60,56
34,77,64
38,45,95
85,85,33
33,59,38
27,67,73
22,31,77
89,97,93
85,98,25
72,42,60
78,85,76
83,40,79
40,59,95
78,59,90
46,50,75
29,72,94
56,67,51
27,92,64
90,97,73
47,58,40
24,30,21
54,66,39
49,22,78
70,50,39
42,36,27
54,100,60
26,66,36
32,40,59
40,71,32
97,38,73
52,93,56
20,96,69
24,70,97
30,38,89
85,50,87
65,89,82
41,32,85
58,40,67
29,78,61
38,21,66
22,53,57
41,44,27
70,68,46
24,29,72
32,91,51
37,76,91
76,92,30
71,25,36
49,79,77
37,87,39
100,98,83
78,66,25
78,65,88
92,60,83
51,41,33
92,49,41
94,41,50
79,33,91
26,66,96
50,98,61
62,65,90
80,78,26
28,99,64
50,30,35
87,20,66
62,62,77
56,72,38
56,50,79
43,95,58
58,74,48
87,97,81
76,49,93
83,27,93
58,98,84
82,65,52
59,82,53
20,79,67
84,80,74
36,45,30
41,96,91
23,70,28
57,68,69
92,21,88
74,40,40
92,82,87
45,56,32
69,22,37
40,89,92
59,39,46
76,71,29
88,46,94
99,98,64
37,54,66
28,79,78
28,39,75
93,68,46
80,43,82
24,69,62
56,54,40
22,82,28
48,60,60
85,100,58
81,38,21
61,51,53
56,86,81
43,92,46
65,67,57
30,62,33
67,83,57
64,96,82
49,21,88
36,72,75
70,77,28
58,26,59
84,58,71
97,29,75
63,44,35
22,47,61
85,46,41
47,57,49
45,29,100
50,84,70
47,49,57
96,74,25
31,31,33
74,85,36
65,22,76
99,92,94
75,76,63
45,79,38
53,35,52
86,73,85
60,69,54
52,61,79
72,35,88
94,86,36
53,68,82
51,31,96
76,75,34
21,55,84
29,23,72
63,75,78
51,26,71
90,45,82
93,86,72
92,20,54
36,23,37
80,42,74
58,88,64
94,76,79
23,64,24
64,76,60
34,99,98
80,41,42
44,30,48
36,60,88
82,85,73
87,25,21
43,59,72
77,62,71
59,82,76
97,85,44
75,40,55
75,34,87
22,29,47
99,50,53
70,78,61
30,80,27
20,86,62
99,83,62
21,82,98
24,35,65
27,36,28
71,73,82
22,56,99
52,85,25
62,28,75
79,57,52
50,26,55
98,57,30
22,45,82
44,56,72
44,60,77
53,92,81
85,37,28
51,49,33
31,48,25
69,51,32
53,79,23
64,95,61
31,61,66
63,85,46
72,30,44
98,98,70
55,83,35
53,94,80
27,21,64
24,54,32
36,61,95
54,28,62
38,86,35
95,86,79
21,36,47
88,59,99
44,33,69
48,38,80
71,57,85
100,58,100
36,21,55
35,99,48
75,56,92
55,94,45
34,88,85
28,57,67
24,61,52
78,65,89
24,28,65
73,28,29
37,73,23
94,95,76
65,56,64
34,37,40
57,74,24
59,61,56
44,66,94
57,81,75
62,67,29
72,84,39
100,75,40
55,92,76
20,67,46
40,56,100
40,56,90
78,41,45
82,25,60
55,34,61
28,39,27
48,38,32
91,52,88
92,46,84
80,81,56
73,93,62
56,23,85
73,47,79
53,56,46
34,35,95
74,96,81
67,26,37
53,60,36
53,62,90
85,68,96
90,97,31
29,100,22
24,54,81
60,91,53
62,99,20
50,80,63
49,96,62
51,95,84
64,41,96
67,75,50
28,37,69
84,86,36
40,72,34
61,77,53
71,94,63
66,99,49
34,87,65
73,96,92
70,49,75
30,89,23
69,92,75
36,21,65
20,53,35
28,30,32
62,58,76
96,89,54
38,31,37
69,97,48
98,25,90
98,23,42
47,95,40
42,71,21
85,42,57
86,58,76
50,58,65
48,61,81
27,22,70
32,78,31
32,24,47
65,66,45
94,85,69
25,81,28
94,68,48
65,29,93
33,63,40
72,72,44
29,86,46
82,57,76
23,66,54
100,61,27
80,38,80
43,99,21
29,96,76
76,55,78
62,76,23
29,30,56
59,45,70
51,92,69
61,89,100
99,23,67
30,89,71
68,27,65
80,31,68
74,48,71
26,80,67
45,95,96
62,45,90
89,73,60
63,65,48
62,51,26
46,21,28
59,64,48
55,20,25
46,21,74
89,97,45
42,21,41
63,87,33
91,91,38
45,22,62
38,61,29
48,86,99
59,51,37
69,66,73
38,34,58
97,38,83
32,68,73
89,76,20
74,30,55
98,80,20
29,41,76
95,60,43
60,62,69
57,91,27
51,92,64
100,32,82
