# temperature,rainfall,humidity
32,76,82
74,85,62
31,36,23
56,74,36
45,54,20
96,23,51
78,74,88
94,84,85
50,83,51
67,50,78
79,43,86
42,36,85
91,84,42
29,63,55
100,95,33
48,34,61
37,97,67
61,94,60
21,86,78
32,28,57
36,70,66
44,41,81
82,49,52
31,85,94
35,73,79
50,86,73
26,65,69
42,31,88
23,92,91
68,31,47
92,80,35
54,83,78
69,68,59
22,28,98
63,49,81
94,63,100
71,55,22
76,29,34
85,85,31
45,91,66
97,70,51
40,43,65
89,41,88
67,31,87
57,99,51
67,47,96
55,78,63
98,37,77
21,98,36
43,54,44
32,25,93
70,56,43
40,62,55
91,35,70
50,86,99
57,33,47
52,84,73
32,99,55
100,56,69
75,35,54
26,81,75
92,41,78
60,99,51
36,25,25
100,58,83
80,65,58
28,51,75
39,34,26
76,50,36
35,35,63
72,24,49
69,39,66
98,62,51
70,76,46
90,23,53
33,74,83
78,20,80
100,73,49
74,76,67
84,70,89
63,90,24
33,52,91
32,53,44
41,36,68
73,35,54
93,70,58
56,30,54
67,58,26
61,25,43
27,95,85
70,25,28
93,69,63
28,53,53
99,94,32
52,79,73
79,63,95
27,88,24
85,82,45
85,91,32
20,94,84
22,81,82
41,45,80
39,57,30
46,22,27
23,76,62
48,21,88
48,55,52
61,55,67
47,25,46
52,88,54
99,94,51
63,75,82
56,42,87
34,91,53
81,62,86
31,99,44
50,57,98
30,24,33
70,75,58
50,62,50
70,88,79
81,68,81
91,94,50
42,94,32
57,51,76
21,22,22
39,34,66
78,80,65
54,50,79
34,52,20
28,92,30
62,98,26
95,45,69
88,38,98
48,31,32
27,85,31
35,85,47
84,63,98
90,74,97
93,54,85
61,37,99
44,29,32
60,43,79
39,79,89
90,51,65
78,74,29
97,46,39
44,65,95
69,82,35
55,92,86
58,51,63
82,54,91
75,49,53
28,47,47
78,52,98
33,65,20
88,28,34
52,63,77
44,23,63
22,35,41
67,50,55
34,35,70
37,32,76
86,94,69
70,61,48
40,36,41
34,71,30
39,79,57
47,72,28
39,42,65
54,50,51
31,32,57
92,94,33
86,21,96
83,53,75
79,52,64
39,98,88
56,24,81
83,52,68
32,87,34
50,53,52
66,62,85
33,91,45
78,33,96
38,27,67
71,90,53
77,90,29
80,97,60
37,65,89
37,91,79
32,47,72
34,48,52
97,37,79
69,93,91
20,50,68
27,63,21
87,68,87
100,37,68
70,29,53
38,47,25
82,90,42
96,59,37
60,52,29
38,81,32
72,66,23
73,68,98
86,41,41
32,43,53
78,68,47
86,80,24
25,79,38
43,51,31
33,63,80
58,92,42
93,82,26
97,58,23
69,70,68
100,22,28
48,82,86
29,81,87
97,90,70
20,62,93
40,83,27
35,27,65
38,86,21
80,56,52
43,49,35
76,49,72
24,30,79
45,50,49
53,63,90
85,58,61
50,48,54
30,36,77
40,42,81
61,81,41
95,32,80
41,54,67
98,35,24
22,61,81
49,51,85
24,43,40
21,21,24
73,49,73
84,96,78
80,71,91
65,27,78
22,93,52
31,71,52
59,25,22
56,63,52
61,40,45
58,100,22
76,60,57
64,50,57
69,98,30
43,29,68
99,72,63
37,70,68
48,88,55
62,34,83
98,72,23
79,47,46
