# temperature,rainfall,humidity
63,37,81
45,89,80
43,59,61
40,47,54
83,35,68
89,75,55
80,52,91
100,34,60
84,61,31
72,46,45
95,29,77
81,36,28
55,65,29
60,35,40
48,76,85
82,91,95
48,24,45
98,42,28
76,81,31
93,91,88
84,48,57
73,48,64
55,37,46
74,92,90
23,44,90
52,86,41
76,79,25
51,22,86
25,77,78
94,65,74
39,32,29
87,86,100
51,70,29
40,40,75
37,55,69
57,28,25
65,63,51
42,77,71
64,83,72
61,80,36
98,89,50
66,86,77
35,76,96
30,57,38
38,97,98
100,73,22
20,97,79
51,66,100
33,62,31
58,41,37
35,95,25
77,34,64
49,48,86
61,28,55
27,55,86
67,69,23
55,79,79
25,98,72
27,60,40
40,93,82
33,58,75
85,95,73
79,50,47
79,21,22
39,22,76
25,85,78
81,96,63
90,76,61
58,31,27
49,40,34
60,35,43
63,85,56
28,32,28
46,54,57
36,52,96
82,74,44
48,35,35
96,30,25
65,83,77
80,63,51
85,96,78
83,42,83
84,25,72
54,60,80
62,70,97
79,63,57
58,81,43
30,40,72
86,89,23
80,35,49
69,60,85
42,48,94
36,99,49
58,98,22
56,90,91
57,95,88
21,30,30
80,86,80
21,80,83
92,28,89
78,51,29
38,32,36
90,81,58
56,30,72
44,26,21
68,99,35
55,24,63
45,27,45
30,28,51
71,65,45
52,76,22
68,40,86
76,35,57
60,70,32
41,59,21
83,40,21
99,61,53
71,72,95
49,68,86
21,96,79
47,31,51
90,69,100
34,71,26
68,81,71
22,33,64
54,61,35
67,41,45
94,81,20
91,99,66
57,25,95
38,66,65
73,47,45
83,52,54
41,36,44
88,82,27
43,47,28
23,24,94
26,98,31
81,44,24
53,96,72
30,84,91
29,42,41
61,27,66
47,82,24
25,63,98
54,65,73
54,79,71
98,78,94
35,41,53
56,22,26
86,30,99
76,23,96
64,90,80
42,99,46
47,66,31
72,78,73
34,33,99
67,74,51
64,94,35
42,87,52
89,81,74
92,90,93
86,64,99
76,20,68
95,69,42
53,77,46
45,34,83
54,66,30
36,34,25
65,96,23
78,93,95
50,35,66
94,35,67
77,76,57
95,61,66
99,96,97
20,28,37
70,25,34
20,74,57
26,39,53
65,74,93
54,83,98
26,25,88
69,80,41
41,75,93
68,64,99
88,66,90
81,88,39
65,34,32
85,59,38
34,83,67
92,22,47
92,59,78
72,25,66
94,68,25
65,82,91
65,96,48
29,54,24
68,52,60
57,71,85
72,95,52
39,21,27
39,54,37
77,32,45
89,88,45
36,97,21
26,78,46
73,96,87
23,45,72
69,43,34
85,55,96
81,97,75
68,72,85
21,22,64
50,22,95
53,93,28
85,100,32
56,58,47
42,61,44
56,82,38
96,43,59
46,75,56
76,21,71
89,72,32
45,72,90
47,95,79
98,50,31
69,32,54
49,32,59
76,48,64
76,51,62
34,71,49
71,34,83
22,48,86
84,78,73
24,93,24
37,81,82
49,77,82
88,72,97
32,46,80
82,85,63
39,45,99
37,92,26
99,26,94
60,85,29
75,93,78
34,40,42
81,52,33
70,44,91
88,55,96
42,51,25
26,57,29
74,68,70
37,63,79
48,73,22
97,92,59
99,62,96
24,75,60
52,80,36
29,75,92
47,39,74
34,35,86
52,51,25
93,42,78
81,100,45
100,80,26
63,48,61
48,51,47
27,73,78
60,98,95
78,79,22
99,30,42
91,27,71
85,95,20
51,90,39
37,67,96
46,94,24
51,99,37
76,39,63
74,70,20
53,88,26
95,69,90
64,38,64
68,88,22
79,55,66
87,39,63
85,100,90
84,40,52
55,70,48
47,79,57
59,52,56
84,83,43
27,71,70
85,81,75
40,52,36
58,26,84
64,92,59
63,68,78
79,46,73
51,68,24
54,63,69
75,61,68
30,48,33
96,65,87
43,69,48
55,87,42
88,59,33
57,75,91
43,59,56
88,100,76
24,31,62
26,37,68
73,36,77
70,43,79
29,91,93
49,66,28
53,53,85
35,28,73
94,83,59
24,47,39
88,43,78
28,25,76
53,87,30
36,55,46
27,66,46
39,34,55
40,43,47
34,68,49
97,42,26
53,54,87
51,84,36
74,65,94
87,44,54
42,55,66
83,86,37
30,50,46
36,75,77
51,57,20
98,35,73
66,29,73
48,80,41
90,83,63
52,46,60
61,75,75
44,34,32
69,32,35
35,45,36
81,65,33
21,44,86
90,81,83
41,86,52
35,79,22
38,46,94
99,35,83
48,54,97
98,54,34
49,62,52
28,72,84
39,58,66
62,59,74
49,60,26
90,90,47
40,32,49
62,75,72
21,34,32
85,38,75
81,70,43
42,80,69
39,21,92
94,96,99
43,55,42
41,85,41
57,95,56
64,21,20
48,23,29
43,29,86
100,60,50
42,27,83
42,99,27
99,39,88
61,20,95
64,60,75
100,60,27
84,35,76
75,32,97
67,97,96
22,24,34
37,76,92
49,64,83
38,22,60
81,45,100
25,85,77
96,66,93
74,84,38
24,62,22
43,24,34
92,47,34
50,70,60
45,86,65
35,40,65
44,100,63
28,42,21
52,65,68
32,88,89
70,55,97
55,90,75
71,66,39
24,51,27
83,53,89
89,33,38
61,71,56
65,46,69
90,25,90
56,66,32
20,33,71
60,36,23
29,30,22
61,26,44
81,80,57
84,32,96
27,53,28
92,85,89
68,63,21
22,73,40
54,29,93
38,23,60
43,73,92
59,90,31
80,57,69
72,81,78
22,44,61
74,82,22
69,91,98
22,90,37
63,33,23
62,61,62
33,44,87
73,53,22
76,88,99
43,56,77
75,83,82
32,77,49
81,66,29
94,51,42
35,57,82
64,70,60
71,30,99
30,93,23
24,98,90
85,89,78
28,78,53
38,30,27
63,70,20
100,45,87
72,27,81
31,97,47
21,85,66
100,34,44
28,89,25
38,84,44
47,26,45
33,70,33
35,77,75
32,75,85
96,74,68
51,66,35
46,25,86
31,39,79
26,92,38
54,57,50
95,39,22
74,56,32
99,57,86
26,22,33
87,61,81
41,97,40
97,67,49
99,41,51
73,21,56
44,22,27
53,72,26
34,27,95
80,49,40
93,75,69
25,94,90
100,31,20
57,75,60
80,89,74
69,38,72
50,70,66
68,100,55
79,58,79
86,44,32
37,67,98
82,65,35
32,45,49
76,62,30
68,35,23
60,96,24
73,81,27
22,49,48
29,97,59
44,41,61
86,97,73
67,23,79
72,55,52
60,21,34
86,79,99
37,33,60
25,68,52
86,29,31
67,48,32
87,63,64
20,75,65
94,53,45
35,28,64
69,21,60
68,82,33
92,32,42
65,61,67
86,82,67
39,95,39
76,79,27
58,38,83
22,55,76
59,93,75
72,88,36
67,60,98
71,46,76
63,72,97
40,37,33
51,72,26
91,53,93
99,66,83
23,75,37
21,65,27
25,57,61
89,33,30
88,69,51
27,72,63
68,24,93
80,80,33
98,30,33
87,26,76
51,40,28
72,57,82
23,61,54
25,77,62
95,86,55
50,29,99
85,32,72
57,63,59
73,99,92
31,32,49
50,94,30
71,94,33
24,80,48
95,63,88
21,99,55
36,34,89
59,33,28
51,23,85
76,50,79
37,69,34
33,33,36
43,25,87
53,23,75
42,44,33
88,83,53
88,38,34
55,72,22
90,48,94
33,86,58
80,91,38
46,46,36
44,29,60
83,80,48
42,86,47
35,58,44
81,43,20
55,45,49
87,28,24
31,78,58
45,38,29
95,52,77
63,32,96
40,33,58
46,91,63
80,33,74
41,41,39
42,96,48
41,61,57
22,37,90
90,64,35
81,24,60
52,56,34
80,32,69
86,35,70
35,97,65
26,30,96
60,89,76
28,22,93
48,93,71
40,63,29
98,75,58
99,97,38
45,83,71
61,29,100
30,36,55
49,47,46
96,83,58
33,51,26
52,77,23
85,65,28
84,51,25
51,31,96
88,46,35
43,59,60
30,51,61
48,80,42
80,66,38
73,88,57
42,53,74
35,40,61
26,87,36
96,95,34
41,58,84
99,45,56
80,54,75
32,81,38
65,33,77
47,83,26
28,62,40
59,97,88
30,89,29
25,23,56
44,55,74
72,99,92
100,49,48
96,87,46
22,80,47
46,49,37
58,20,65
32,77,87
39,20,93
38,22,97
89,79,88
69,90,67
84,89,79
27,79,100
66,88,52
45,37,25
49,58,40
51,100,98
91,46,79
32,88,93
83,97,89
79,93,26
51,98,20
27,27,46
42,87,77
35,95,46
89,40,67
37,42,47
35,77,51
42,40,64
28,64,35
100,89,94
96,58,52
82,55,33
37,71,77
68,65,41
92,88,59
88,85,58
35,35,62
99,21,88
93,29,88
49,87,63
93,99,77
40,83,41
57,60,74
82,66,63
60,62,27
63,96,71
95,47,65
29,88,28
95,72,59
65,96,79
37,22,26
40,38,37
98,36,48
51,28,71
76,80,69
41,88,30
88,87,27
55,36,56
89,32,63
44,59,68
85,83,69
36,93,55
22,37,73
70,84,77
43,54,51
67,21,86
98,43,50
68,40,84
38,94,82
35,81,27
56,79,52
64,37,58
52,93,94
54,48,96
81,56,85
30,55,27
76,81,92
75,72,89
33,27,79
89,81,21
47,22,70
22,29,20
48,37,51
45,46,42
26,31,78
28,44,34
84,82,63
71,45,98
83,68,98
45,48,31
68,37,46
66,94,98
48,35,20
39,97,85
27,55,92
58,45,87
99,64,21
36,55,65
65,37,66
46,89,61
20,90,82
73,21,30
60,52,71
43,86,62
80,79,80
59,42,21
41,52,87
67,91,52
69,39,55
69,62,95
45,64,67
60,26,64
68,33,58
96,21,73
71,38,86
96,34,68
97,28,31
39,50,34
95,92,89
89,22,73
72,78,95
80,42,46
28,74,40
83,31,83
69,77,97
76,46,40
33,53,38
29,84,79
54,35,89
32,38,37
61,40,91
75,27,92
80,49,92
90,65,35
46,77,97
95,40,61
39,80,99
62,29,77
96,55,80
45,30,99
95,42,27
41,43,29
52,51,35
59,22,80
62,30,83
22,34,37
86,71,69
47,55,54
79,67,89
92,67,86
84,39,77
58,52,27
35,86,52
35,81,54
90,82,60
95,100,66
75,97,24
87,59,81
