# temperature,rainfall,humidity
76,66,88
67,75,42
79,91,91
93,28,24
34,91,64
71,35,72
72,40,98
73,58,29
52,21,71
56,61,26
88,92,49
39,59,92
91,59,64
40,47,84
31,71,55
91,33,89
81,26,91
87,51,61
95,98,87
22,44,64
44,83,58
88,56,35
32,95,51
91,43,94
37,63,34
37,83,72
63,71,55
97,35,80
53,36,48
29,34,60
49,99,35
34,28,73
72,83,62
56,61,31
88,58,95
56,49,35
65,45,23
44,73,28
54,79,55
72,61,64
91,55,63
57,89,74
80,51,42
75,89,63
80,68,82
54,76,82
63,51,95
28,83,44
90,74,51
55,22,71
62,40,80
36,27,27
58,68,89
94,89,65
92,94,25
75,20,35
62,74,47
75,60,37
35,43,42
98,33,20
58,60,64
62,70,46
45,92,75
67,50,69
21,100,97
45,31,30
74,59,83
25,92,76
70,38,84
88,30,27
37,39,47
62,32,88
25,69,65
89,32,71
74,45,63
41,90,39
22,42,99
87,68,78
30,77,39
94,70,64
92,48,100
93,69,34
43,34,27
45,64,94
93,70,97
74,73,88
61,88,84
96,40,65
67,46,57
43,83,46
93,28,63
64,88,28
48,94,55
74,21,99
59,51,47
84,79,78
22,43,60
49,52,90
49,85,93
39,34,64
41,78,23
21,95,29
58,93,74
70,98,20
65,82,89
36,44,60
31,82,62
38,56,39
78,32,98
35,86,50
51,32,36
65,37,73
41,78,66
49,22,32
78,34,27
86,58,24
53,62,82
89,60,54
70,71,25
47,26,88
60,82,57
37,36,65
33,79,77
85,38,52
84,46,55
47,97,90
37,72,86
55,65,33
29,94,36
76,57,63
49,60,71
77,96,63
96,50,73
71,70,93
70,42,95
29,96,35
48,58,74
75,52,82
47,66,73
82,96,43
88,32,88
28,77,58
39,43,30
100,97,53
73,92,68
68,99,36
58,88,25
80,42,41
51,30,48
99,38,34
47,95,59
50,78,29
35,89,63
99,56,67
32,65,100
82,23,22
83,26,29
30,91,85
43,29,45
91,93,54
96,58,49
34,90,22
22,62,37
54,79,59
72,20,59
86,57,73
35,94,80
100,49,62
28,80,82
74,56,42
66,84,36
78,92,44
78,44,81
86,100,66
65,62,82
90,48,26
44,36,31
88,80,32
57,97,82
45,28,84
83,53,88
80,38,78
41,22,27
26,65,30
42,32,68
39,20,45
98,54,54
36,56,41
98,100,97
28,23,30
100,31,46
37,76,70
31,51,94
85,36,70
51,47,40
78,93,27
90,99,85
78,84,27
62,44,74
71,55,43
42,54,99
37,88,93
57,49,96
74,36,21
53,54,33
86,56,81
99,28,57
41,96,46
32,24,64
93,60,81
51,92,69
44,99,72
88,98,90
64,87,79
57,94,31
32,78,90
57,77,93
85,69,62
37,93,90
71,36,51
89,58,36
100,58,80
38,71,51
35,34,70
93,34,75
55,80,63
94,72,42
59,76,56
69,66,67
30,29,67
22,32,65
66,36,98
55,87,42
81,33,85
64,40,49
64,87,54
66,28,86
37,60,33
57,57,43
90,39,30
32,61,87
37,43,82
49,78,59
49,54,73
82,28,74
62,47,66
62,25,89
53,91,51
80,73,51
66,79,24
25,63,34
82,31,75
80,62,76
84,79,65
25,76,23
62,30,79
99,96,73
50,39,26
27,43,62
75,29,53
31,27,80
35,65,53
72,51,74
29,57,20
61,26,23
90,53,85
44,98,98
42,46,50
56,85,88
76,73,62
23,86,85
69,68,27
82,64,58
85,74,29
77,65,61
20,65,70
74,40,57
73,30,23
38,28,40
63,38,66
27,45,25
44,70,25
46,43,52
93,27,76
80,69,98
73,50,74
95,34,30
44,62,88
90,60,79
60,92,23
53,47,92
89,53,57
71,58,33
88,57,30
85,55,51
38,65,89
21,34,69
64,64,69
89,33,52
89,87,40
52,82,44
51,71,39
72,85,38
72,76,61
93,52,27
39,34,94
79,77,52
80,96,27
49,86,51
61,94,100
63,52,38
24,78,59
27,52,92
39,41,97
24,99,94
84,82,88
36,47,76
58,48,39
78,51,49
88,64,46
65,43,68
41,41,65
52,44,91
97,79,38
77,91,96
21,90,50
83,25,21
74,29,77
25,72,41
46,87,40
72,70,80
46,22,71
56,57,74
24,38,95
99,55,80
81,32,23
37,55,45
93,40,67
27,90,98
84,28,94
97,43,38
94,73,89
84,77,33
74,38,35
87,30,72
56,94,71
84,33,27
59,64,46
77,63,70
38,21,50
92,78,55
29,70,91
49,87,40
32,93,53
57,89,91
82,88,40
54,76,28
99,94,75
20,81,52
87,94,47
23,89,87
85,74,75
26,53,27
45,82,94
44,64,89
63,71,37
23,50,78
43,58,29
25,22,100
42,52,95
77,78,46
65,50,67
74,94,44
75,93,28
66,100,66
85,51,67
36,94,58
46,63,78
52,97,83
86,58,50
38,37,57
49,75,55
64,89,60
89,26,25
26,30,53
61,74,62
69,64,53
71,38,81
76,53,34
92,95,70
43,93,56
35,82,89
49,47,60
43,34,87
32,48,51
54,80,71
77,38,45
99,20,59
33,76,41
22,84,98
68,29,23
34,91,42
68,22,87
79,72,25
81,68,34
76,94,53
31,90,25
69,30,92
53,85,84
45,68,39
93,96,93
82,21,48
45,95,70
80,24,23
77,87,88
89,64,44
88,30,85
57,23,88
79,94,87
57,91,30
97,32,70
42,63,66
52,22,100
83,26,54
76,87,91
95,48,23
99,40,88
95,29,54
64,94,27
76,99,96
52,20,50
72,20,93
70,66,62
77,89,84
75,40,58
71,70,40
36,85,53
69,72,57
40,68,25
96,57,48
54,29,79
33,65,42
65,58,23
51,87,30
61,57,44
65,78,24
93,66,69
75,32,32
44,92,43
90,29,47
100,36,34
49,32,77
87,73,53
48,42,85
48,63,78
53,67,60
34,33,71
100,26,77
