# temperature,rainfall,humidity
100,69,71
91,47,38
65,92,84
40,79,57
72,68,23
38,43,72
57,59,39
68,83,38
65,35,41
78,65,68
94,86,35
58,58,23
89,48,32
80,87,99
86,27,61
95,97,69
90,29,67
58,86,49
59,66,42
76,90,50
90,90,94
50,82,82
94,91,24
51,52,35
50,46,64
91,69,89
34,22,53
28,100,84
48,34,63
52,76,79
44,60,44
85,78,29
31,90,79
64,56,57
77,48,88
24,21,75
20,95,28
26,94,43
99,38,21
91,45,40
92,35,94
34,40,46
34,61,76
86,35,23
92,22,56
20,71,38
22,56,57
29,69,74
83,35,57
53,21,59
91,66,71
26,24,96
99,81,98
23,78,83
89,71,49
74,70,63
77,86,73
86,67,77
46,58,74
57,62,56
47,34,35
97,93,70
63,99,32
92,78,85
24,94,44
61,21,28
23,36,72
66,35,91
74,27,95
60,73,93
38,47,87
44,22,29
74,63,21
97,87,75
52,92,45
98,51,52
21,45,56
41,47,27
70,37,34
82,85,60
78,66,54
73,33,52
96,80,62
36,80,55
99,95,69
49,89,32
91,58,64
47,40,73
36,23,32
54,53,31
95,22,82
72,91,36
39,98,84
24,91,96
78,69,60
53,23,49
69,46,32
62,86,84
78,26,95
27,97,39
61,28,24
59,93,44
44,74,99
98,56,31
62,46,72
47,21,36
88,87,48
70,70,32
52,41,63
91,26,82
20,45,87
74,74,68
34,71,73
56,99,92
95,73,30
40,70,49
85,33,51
99,29,38
45,44,25
91,32,44
74,46,50
37,53,96
43,28,87
43,69,45
76,35,70
75,96,76
56,20,84
76,56,55
89,38,35
76,35,83
31,55,65
50,53,89
22,27,76
77,94,34
49,35,21
73,32,99
29,47,58
40,79,35
28,96,93
75,64,81
81,26,96
75,89,70
27,39,36
89,53,40
76,22,81
58,86,27
88,42,85
92,29,98
25,86,52
65,65,73
52,46,53
38,35,31
45,99,74
62,93,90
77,67,24
40,21,88
87,29,77
67,100,68
39,65,20
80,28,52
35,98,100
50,67,64
47,88,71
58,54,25
27,60,89
44,71,21
50,93,76
83,87,56
